age,duration,campaign,pdays,previous,emp_var_rate,cons_price_ind,cons_conf_ind,euribor,nr_employee
36,245,5,999,6,-3,93,-47,4,5099
38,121,5,999,6,3,93,-42,4,5228
28,453,6,999,8,-3,94,-38,5,4991
35,330,6,10,8,-3,93,-34,5,5008
42,158,6,999,8,-2,92,-31,5,5076
40,355,6,999,6,-2,92,-40,4,5076
31,8,3,999,6,3,94,-41,4,5228
39,50,6,999,6,3,93,-36,4,5228
37,56,4,999,6,3,93,-42,4,5228
52,112,6,999,6,3,93,-36,4,5228
33,240,6,999,6,2,93,-42,4,5195
37,85,3,999,6,3,93,-42,4,5228
34,29,66,999,6,3,93,-42,4,5228
32,47,8,999,6,3,93,-36,4,5191
56,99,6,999,6,3,94,-41,4,5228
47,140,2,999,6,3,93,-36,4,5228
41,186,2,999,6,3,93,-42,4,5228
34,145,6,999,6,3,93,-36,4,5228
35,70,6,999,6,3,93,-36,4,5228
19,338,4,999,6,-3,92,-46,4,5099
28,203,6,999,6,3,93,-42,4,5228
41,343,6,999,6,3,93,-36,4,5191
27,54,5,999,6,-3,92,-46,4,5099
36,57,3,999,6,-3,93,-47,4,5099
35,231,2,999,6,2,93,-42,4,5195
32,168,6,999,6,3,93,-42,4,5228
43,764,3,999,6,3,93,-36,4,5191
42,73,2,999,6,3,93,-42,4,5228
30,5,6,999,6,-3,94,-49,5,4963
34,62,6,999,6,-2,92,-40,4,5076
26,345,2,999,6,3,93,-36,4,5191
30,125,6,999,6,3,93,-42,4,5228
61,165,2,999,6,-3,93,-34,5,5008
48,179,2,999,6,3,93,-42,4,5228
38,382,3,999,6,3,94,-41,4,5228
50,84,2,999,6,3,93,-42,4,5228
32,185,2,999,6,3,93,-36,4,5228
36,46,3,999,6,3,93,-36,4,5228
28,267,60,999,6,3,94,-41,4,5228
35,67,5,999,6,3,93,-36,4,5228
37,394,3,999,6,3,94,-41,4,5228
48,130,6,999,6,3,94,-41,4,5228
35,57,6,999,6,2,93,-42,4,5195
47,108,2,999,6,3,93,-42,4,5228
29,873,2,999,6,3,93,-42,4,5228
53,119,4,999,6,3,94,-41,4,5228
27,100,4,999,6,3,93,-36,4,5191
28,69,6,999,6,3,93,-42,4,5228
52,161,6,999,8,2,93,-42,4,5195
39,1176,6,999,6,3,93,-42,4,5228
56,161,4,999,6,3,93,-42,4,5228
39,77,6,999,6,3,93,-36,4,5228
33,24,60,999,6,3,93,-36,4,5228
53,384,6,999,6,-3,92,-29,5,5017
32,278,2,999,6,3,93,-36,4,5191
29,33,2,999,6,-2,92,-31,5,5076
36,305,7,999,6,-2,92,-33,5,5076
24,582,2,999,6,-3,92,-46,4,5099
49,199,4,999,6,3,93,-36,4,5191
28,187,6,999,6,-3,92,-46,4,5099
51,200,2,999,6,3,93,-42,4,5228
33,109,6,999,6,-3,92,-46,4,5099
34,38,6,999,6,3,93,-36,4,5228
35,225,2,999,6,-3,93,-47,4,5099
39,387,6,6,2,-3,92,-33,5,5023
34,84,3,999,6,3,94,-41,4,5228
29,67,6,999,6,3,93,-36,4,5228
49,290,6,999,6,-3,92,-46,4,5099
32,8,7,999,6,-3,92,-46,4,5099
53,600,4,999,6,-3,92,-46,4,5099
51,448,6,999,6,3,93,-36,4,5191
37,62,3,999,6,3,93,-36,4,5191
29,602,7,999,6,3,93,-36,4,5228
51,104,2,999,6,3,93,-42,4,5228
30,617,2,999,6,-2,92,-40,4,5076
41,143,2,999,6,3,94,-41,4,5228
39,476,6,999,6,-3,92,-46,4,5099
27,185,6,999,6,3,93,-42,4,5228
26,338,6,7,8,-3,92,-30,5,5017
31,115,6,999,6,3,93,-36,4,5191
49,128,8,999,6,3,93,-36,4,5228
47,69,6,999,6,3,93,-36,4,5191
39,0,4,999,6,3,93,-36,4,5191
56,51,2,999,6,2,93,-42,4,5195
42,375,6,999,6,2,93,-42,4,5195
44,177,6,999,6,3,93,-36,4,5191
52,251,6,999,6,2,93,-42,4,5195
25,553,6,999,6,-2,92,-31,5,5076
36,154,6,999,6,2,93,-42,4,5195
41,74,6,999,6,3,93,-36,4,5191
37,63,2,999,2,-3,93,-47,4,5099
38,461,2,999,6,3,93,-36,4,5191
34,223,6,999,8,2,93,-42,4,5195
31,90,6,999,6,-3,92,-46,4,5099
39,145,2,999,6,3,93,-36,4,5228
36,163,2,999,8,2,93,-42,4,5195
38,319,4,999,6,3,93,-42,4,5228
39,80,2,999,6,3,93,-36,4,5228
32,689,6,999,6,-3,92,-46,4,5099
51,236,2,999,6,3,94,-41,4,5228
52,81,2,999,8,-3,92,-46,4,5099
55,182,6,999,8,2,93,-42,4,5195
35,90,2,999,6,3,93,-36,4,5228
41,75,6,999,6,3,94,-41,4,5228
29,718,63,999,6,3,94,-41,4,5228
38,321,6,999,6,3,93,-36,4,5191
51,198,2,999,6,2,93,-42,4,5195
35,42,2,999,6,2,93,-42,4,5195
34,195,2,999,8,-3,92,-46,4,5099
47,87,6,999,6,2,93,-42,4,5195
32,322,2,999,6,3,93,-36,4,5191
39,131,6,999,6,3,93,-42,4,5228
56,129,3,999,6,3,94,-41,4,5228
31,458,2,999,6,3,93,-42,4,5228
46,796,5,999,8,2,93,-42,4,5195
44,153,3,999,6,3,93,-42,4,5228
36,246,6,999,8,-3,92,-46,4,5099
31,662,6,999,6,3,93,-42,4,5228
37,475,3,999,6,-3,92,-46,4,5099
32,75,2,999,6,-3,92,-50,4,5099
48,315,6,999,6,3,93,-36,4,5191
51,295,6,999,8,-3,92,-46,4,5099
30,216,4,999,6,2,93,-42,4,5195
37,144,6,999,6,3,93,-42,4,5228
38,21,6,999,6,-3,94,-39,5,4991
36,219,2,999,6,-3,92,-46,4,5099
55,278,6,999,6,-3,92,-46,4,5099
51,113,2,999,6,-3,92,-46,4,5099
42,799,6,999,6,3,93,-42,4,5228
29,142,6,999,8,2,93,-42,4,5195
59,61,6,999,8,-3,92,-46,4,5099
